id,square,occurrence,data
919,34UEV4,post70_1,1
920,34UFA1,post70_1,1
921,34UFA2,post70_1,1
922,34UFA3,post70_1,1
923,34UFB1,post70_1,1
924,34UFB2,post70_1,1
925,34UFB3,post70_1,1
926,34UFB4,post70_1,1
927,34UFC1,pre70_1,2
928,34UFC2,post70_1,1
929,34UFC3,pre70_1,2
930,34UFC4,post70_1,1
931,34UFD1,pre70_1,2
932,34UFD2,post70_1,1
933,34UFD3,post70_1,1
934,34UFD4,post70_1,1
935,34UFE1,pre70_1,2
936,34UFE2,post70_1,1
937,34UFE3,post70_1,1
938,34UFE4,pre70_1,2
939,34UFF1,post70_1,1
940,34UFF2,post70_1,1
941,34UFF3,post70_1,1
942,34UFF4,post70_1,1
943,34UFG1,post70_1,1
944,34UFG2,post70_1,1
945,34UFG3,post70_1,1
946,34UFG4,post70_1,1
947,34UFU2,post70_1,1
948,34UFU4,post70_1,1
949,34UFV1,post70_1,1
950,34UFV2,post70_1,1
951,34VCJ3,post70_1,1
952,34VCJ4,post70_1,1
953,34VCK4,post70_1,1
954,34VCL3,post70_1,1
955,34VCM3,post70_1,1
956,34VCM4,post70_1,1
957,34VCN4,post70_1,1
958,34VCQ3,post70_1,1
959,34VCR4,post70_1,1
960,34VDK2,post70_1,1
961,34VDM1,post70_1,1
962,34VDR1,post70_1,1
963,34VDR2,post70_1,1
964,34VDR3,post70_1,1
965,34VEH1,pre70_1,2
966,34VEH2,post70_1,1
967,34VEH3,post70_1,1
968,34VEH4,post70_1,1
969,34VEJ2,post70_1,1
970,34VEJ3,post70_1,1
971,34VEJ4,post70_1,1
972,34VEK3,post70_1,1
973,34VEK4,post70_1,1
974,34VEL4,post70_1,1
975,34VEM1,post70_1,1
976,34VEM2,post70_1,1
977,34VEM3,post70_1,1
978,34VEM4,post70_1,1
979,34VEN1,post70_1,1
980,34VEN2,post70_1,1
981,34VEN3,post70_1,1
982,34VEN4,post70_1,1
983,34VEP2,post70_1,1
984,34VEP3,post70_1,1
985,34VEP4,post70_1,1
986,34VEQ3,post70_1,1
987,34VER3,post70_1,1
988,34VFH1,post70_1,1
989,34VFH2,post70_1,1
990,34VFH3,post70_1,1
991,34VFJ1,post70_1,1
992,34VFJ2,post70_1,1
993,34VFJ3,post70_1,1
994,34VFJ4,post70_1,1
995,34VFK1,post70_1,1
996,34VFK3,post70_1,1
997,34VFL2,post70_1,1
998,34VFL3,post70_1,1
999,34VFL4,post70_1,1
1000,34VFM1,post70_1,1
1001,34VFM2,post70_1,1
1002,34VFN1,post70_1,1
1003,34VFN2,post70_1,1
1004,34VFP1,post70_1,1
1005,34VFP2,post70_1,1
1006,35SKC4,pre70_1,2
1007,35SLE4,post70_1,1
1008,35SMD2,post70_1,1
1009,35SME2,post70_1,1
1010,35TKE3,pre70_1,2
1011,35TKF3,post70_1,1
1012,35TKF4,post70_1,1
1013,35TKG3,post70_1,1
1014,35TKG4,post70_1,1
1015,35TKH3,post70_1,1
1016,35TKH4,post70_1,1
1017,35TKK3,post70_1,1
1018,35TKK4,post70_1,1
1019,35TLE3,post70_1,1
1020,35TLF1,post70_1,1
1021,35TLF2,post70_1,1
1022,35TLF4,post70_1,1
1023,35TLG1,post70_1,1
1024,35TLG2,post70_1,1
1025,35TLG3,post70_1,1
1026,35TLG4,post70_1,1
1027,35TLH1,post70_1,1
1028,35TLH2,pre70_1,2
1029,35TLH3,post70_1,1
1030,35TLH4,pre70_1,2
1031,35TLJ1,post70_1,1
1032,35TLJ2,post70_1,1
1033,35TLK1,post70_1,1
1034,35TLK3,post70_1,1
1035,35TLK4,post70_1,1
1036,35TLL2,post70_1,1
1037,35TLL4,post70_1,1
1038,35TMF1,post70_1,1
1039,35TMF2,post70_1,1
1040,35TMF3,post70_1,1
1041,35TMF4,post70_1,1
1042,35TMG2,pre70_1,2
1043,35TMG3,post70_1,1
1044,35TMG4,post70_1,1
1045,35TMH1,pre70_1,2
1046,35TMH2,post70_1,1
1047,35TMH3,pre70_1,2
1048,35TMH4,post70_1,1
1049,35TMJ1,post70_1,1
1050,35TMJ4,post70_1,1
1051,35TMK1,pre70_1,2
1052,35TMK2,post70_1,1
1053,35TMK4,post70_1,1
1054,35TML2,post70_1,1
1055,35TMM1,post70_1,1
1056,35TMN2,pre70_1,2
1057,35TNF1,pre70_1,2
1058,35TNF2,pre70_1,2
1059,35TNG1,post70_1,1
1060,35TNG2,post70_1,1
1061,35TNG3,post70_1,1
1062,35TNG4,post70_1,1
1063,35TNH1,post70_1,1
1064,35TNH2,post70_1,1
1065,35TNH3,post70_1,1
1066,35TNH4,pre70_1,2
1067,35TNJ1,pre70_1,2
1068,35TNJ3,post70_1,1
1069,35TNJ4,pre70_1,2
1070,35TNK2,post70_1,1
1071,35TNL1,pre70_1,2
1072,35TNM3,pre70_1,2
1073,35TNN2,post70_1,1
1074,35TPF1,pre70_1,2
1075,35TPF2,pre70_1,2
1076,35TPJ1,post70_1,1
1077,35TPK1,post70_1,1
1078,35TPK3,post70_1,1
1079,35TPL2,post70_1,1
1080,35TPL4,post70_1,1
1081,35TQK1,post70_1,1
1082,35TQL2,post70_1,1
1083,35ULA1,post70_1,1
1084,35ULA2,post70_1,1
1085,35ULA3,post70_1,1
1086,35ULA4,post70_1,1
1087,35ULB1,post70_1,1
1088,35ULB2,post70_1,1
1089,35ULB3,post70_1,1
1090,35ULB4,post70_1,1
1091,35ULV1,post70_1,1
1092,35ULV3,post70_1,1
1093,35UMA1,post70_1,1
1094,35UMA2,post70_1,1
1095,35UMB1,post70_1,1
1096,35UMB2,post70_1,1
1097,35UMB3,post70_1,1
1098,35UMB4,post70_1,1
1099,35UNB1,post70_1,1
1100,35VLC1,post70_1,1
1101,35VLC3,post70_1,1
1102,35VLC4,post70_1,1
1103,35VLD3,post70_1,1
1104,35VLD4,post70_1,1
1105,35VLE3,post70_1,1
1106,35VLE4,post70_1,1
1107,35VLF3,post70_1,1
1108,35VLF4,post70_1,1
1109,35VLG3,post70_1,1
1110,35VLH3,post70_1,1
1111,35VLH4,post70_1,1
1112,35VLJ3,post70_1,1
1113,35VLJ4,post70_1,1
1114,35VMC1,post70_1,1
1115,35VMC2,post70_1,1
1116,35VMC3,post70_1,1
1117,35VMC4,post70_1,1
1118,35VMD1,post70_1,1
1119,35VMD2,post70_1,1
1120,35VMD3,post70_1,1
1121,35VMD4,post70_1,1
1122,35VME1,post70_1,1
1123,35VME2,post70_1,1
1124,35VME3,post70_1,1
1125,35VME4,post70_1,1
1126,35VMF1,post70_1,1
1127,35VMF2,post70_1,1
1128,35VMF3,post70_1,1
1129,35VMF4,post70_1,1
1130,35VMG1,post70_1,1
1131,35VMG2,post70_1,1
1132,35VMG3,post70_1,1
1133,35VMG4,post70_1,1
1134,35VMH1,post70_1,1
1135,35VMH2,post70_1,1
1136,35VMH3,post70_1,1
1137,35VMH4,post70_1,1
1138,35VMJ2,post70_1,1
1139,35VMJ4,post70_1,1
1140,35VMK2,post70_1,1
1141,35VMK4,post70_1,1
1142,35VML4,post70_1,1
1143,35VNC1,post70_1,1
1144,35VNC2,post70_1,1
1145,35VNC3,post70_1,1
1146,35VNC4,post70_1,1
1147,35VND1,post70_1,1
1148,35VND2,post70_1,1
1149,35VND4,pre70_1,2
1150,35VNE1,post70_1,1
1151,35VNE2,post70_1,1
1152,35VNF1,post70_1,1
1153,35VNF2,post70_1,1
1154,35VNF3,post70_1,1
1155,35VNG1,post70_1,1
1156,35VNH1,post70_1,1
1157,35VNH2,post70_1,1
1158,35VNH3,post70_1,1
1159,35VNH4,post70_1,1
1160,35VNJ2,post70_1,1
1161,35VNK2,post70_1,1
1162,35VNK4,post70_1,1
1163,35VPJ1,post70_1,1
1164,35VPJ2,post70_1,1
1165,35VPK2,post70_1,1
